Account ID,Industry,Vertical, Total BRR , AnnualRevenue ,NumberOfEmployees, DandB Revenue ,DandB Total Employees
Acct-002184,IT Infrastructure,Colo/Hosting," $12,223.00 ", $-   ,0, $-   ,0
Acct-000573,IT Infrastructure,Cloud Service Provider," $12,117.00 "," $61,271,569.01 ",302," $98,616,203.53 ",650
Acct-000690,Professional Services,Consulting / Other Professional Services," $12,104.00 "," $5,114,604,246.50 ",24097," $4,279,540,007.28 ",24097
Acct-003164,Telecommunications,Regional Carrier/ISP," $11,979.00 ", $-   ,0, $-   ,0
Acct-000330,Media & Content,Internet Content & Software," $11,875.00 "," $433,340,000.00 ",3500," $433,340,000.00 ",3500
Acct-000121,IT Infrastructure,Colo/Hosting," $11,716.00 "," $15,397,614.83 ",30," $18,966,371.64 ",30
Acct-001075,Professional Services,Consulting / Other Professional Services," $11,639.00 "," $44,883,653,344.00 ",50300," $46,438,299,318.00 ",51900
Acct-001926,Other Industry,Retail," $11,617.00 "," $3,839,064,168.00 ",29000," $3,839,064,168.00 ",29000
Acct-001621,Healthcare,Health Insurance," $11,588.00 "," $67,306.00 ",2," $124,970.65 ",2
Acct-000798,Professional Services,Legal," $11,565.25 ", $-   ,0, $-   ,0
Acct-001549,Telecommunications,Regional Carrier/ISP," $11,561.00 "," $1,659,600.00 ",17," $3,028,417.80 ",17
Acct-001129,Media & Content,Media," $11,549.00 "," $28,881,964.40 ",300," $28,094,200.23 ",300
Acct-001628,Professional Services,Consulting / Other Professional Services," $11,522.01 ", $-   ,0, $-   ,0
Acct-000442,IT Infrastructure,Colo/Hosting," $11,512.00 "," $1,106,400.00 ",9," $1,106,400.00 ",9
Acct-000386,Professional Services,Legal," $11,503.00 "," $413,592,357.83 ",1576," $465,616,049.24 ",1576
Acct-000456,Energy & Manufacturing,Oil & Gas," $11,496.00 "," $345,842,200.00 ",4401," $661,289,938.85 ",4401
Acct-001887,Healthcare,Healthcare - Other," $11,474.00 ", $-   ,0, $-   ,0
Acct-002039,Telecommunications,Regional Carrier/ISP," $11,424.00 ", $-   ,0, $-   ,0
Acct-001645,Manufacturing,Telecommunications Equipment Provider," $11,401.00 "," $211,951.20 ",1, $-   ,1
Acct-000441,Other Industry,Accelerator," $11,393.00 "," $3,856,805.29 ",42," $3,567,029.91 ",39
Acct-001693,Media & Content,Internet Content & Software," $11,385.00 "," $792,920.00 ",10," $6,979,122.33 ",55
Acct-000872,Telecommunications,Regional Carrier/ISP," $11,380.00 ", $-   ,0, $-   ,0
Acct-000890,Professional Services,Consulting / Other Professional Services," $11,350.15 ", $-   ,0, $-   ,0
Acct-003197,,," $11,338.00 ", $-   ,0, $-   ,0
Acct-000154,Finance,Finance - Other," $11,279.00 ", $-   ,0, $-   ,0
Acct-000468,IT Infrastructure,Colo/Hosting," $11,272.00 "," $4,102,237.08 ",21," $4,102,237.08 ",21
Acct-002796,IT Infrastructure,Colo/Hosting," $11,151.00 "," $86,668.00 ",1," $86,668.00 ",1
Acct-000983,Other Industry,Retail," $11,105.91 ", $-   ,0, $-   ,0
Acct-001359,Healthcare,Hospital/Clinic," $11,011.00 "," $2,157,577,261.78 ",13800," $2,242,515,873.76 ",13800
Acct-000012,Finance,Finance - Other," $11,006.05 ", $-   ,0, $-   ,0
Acct-000504,Telecommunications,PTT," $10,992.00 "," $111,533,485.31 ",335," $432,047,045.29 ",387
Acct-000483,Finance,Finance - Other," $10,977.00 "," $35,312,600.00 ",800," $690,497,033.65 ",800
Acct-000674,Telecommunications,National Carrier/ISP," $10,974.00 ", $-   ,0, $-   ,0
Acct-002695,Other Industry,Telecommunications Equipment Provider," $10,945.00 "," $129,080.00 ",2," $129,080.00 ",2
Acct-000418,Professional Services,Consulting / Other Professional Services," $10,906.00 ", $-   ,0," $15,729,851.99 ",107
Acct-003085,Energy & Manufacturing,Manufacturing - Other," $10,829.00 ", $-   ,0, $-   ,0
Acct-000727,Telecommunications,Reseller," $10,825.00 "," $6,957,464.55 ",20," $6,051,653.03 ",20
Acct-003471,Media & Content,Internet Content & Software," $10,790.00 "," $176,207,316.37 ",206," $305,275,122.00 ",332
Acct-002282,Media & Content,Media," $10,780.52 ", $-   ,0, $-   ,0
Acct-003178,IT Infrastructure,Cloud Service Provider," $10,751.00 ", $-   ,0, $-   ,0
Acct-000973,IT Infrastructure,Colo/Hosting," $10,749.00 "," $56,393.21 ",18," $1,464,559.20 ",18
Acct-002047,Energy & Manufacturing,Manufacturing - Other," $10,720.00 "," $24,340,800.00 ",500," $385,593,438.00 ",500
Acct-000623,Telecommunications,Regional Carrier/ISP," $10,705.00 "," $76,526.00 ",1," $446,377.08 ",1
Acct-003256,Media & Content,Internet Content & Software," $10,704.00 ", $-   ,0, $-   ,0
Acct-000630,Media & Content,Internet Content & Software," $10,689.00 "," $31,163,600.00 ",165," $63,776,614.43 ",165
Acct-003180,Media & Content,Internet Content & Software," $10,642.00 ", $-   ,0, $-   ,0
Acct-001090,Media & Content,Internet Content & Software," $10,640.00 ", $-   ,0, $-   ,0
Acct-003383,Energy & Manufacturing,Manufacturing - Other," $10,636.00 "," $1,569,327,902.00 ",6700," $1,569,327,902.00 ",6700
Acct-000332,Telecommunications,Reseller," $10,568.00 "," $717,426.64 ",1," $789,169.30 ",1
Acct-000569,Telecommunications,Regional Carrier/ISP," $10,559.44 ", $-   ,0, $-   ,0
Acct-002416,Other Industry,Retail," $10,512.00 ", $-   ,0, $-   ,0
Acct-000464,Media & Content,Internet Content & Software," $10,485.00 "," $3,503,600.00 ",36," $7,753,401.34 ",36
Acct-000659,IT Infrastructure,Colo/Hosting," $10,369.46 ", $-   ,0, $-   ,0
Acct-000755,Media & Content,Media," $10,330.00 "," $1,249,417.87 ",8," $929,816.72 ",8
Acct-000267,IT Infrastructure,Cloud Service Provider," $10,315.46 ", $-   ,0, $-   ,0
Acct-001506,Energy & Manufacturing,Manufacturing - Other," $10,246.00 "," $465,886,600.00 ",3800," $24,516,251.07 ",3500
Acct-001069,Government,Systems Integrators - Government," $10,195.00 "," $4,245,902,200.00 ",25000," $965,254,686.79 ",25000
Acct-000359,Media & Content,Media," $10,188.00 "," $6,426,080.92 ",15," $6,426,080.92 ",15
Acct-000910,Media & Content,Internet Content & Software," $10,183.00 ", $-   ,0, $-   ,0
Acct-000635,IT Infrastructure,Colo/Hosting," $10,157.00 "," $7,795,450.99 ",30," $7,757,461.83 ",30
Acct-000531,Energy & Manufacturing,Oil & Gas," $10,154.00 "," $16,991,582,485.58 ",395," $1,558,140,354.00 ",395
Acct-001798,Media & Content,Internet Content & Software," $10,151.63 ", $-   ,0, $-   ,0
Acct-000710,Media & Content,Cable & Satellite," $10,147.00 "," $1,622,720.00 ",18," $1,622,720.00 ",18
Acct-000506,Telecommunications,Regional Carrier/ISP," $10,144.06 ", $-   ,0, $-   ,0
Acct-000680,Telecommunications,National Carrier/ISP," $10,135.00 "," $22,917,960.38 ",70," $15,043,352.00 ",70
Acct-002167,Media & Content,Media," $10,121.00 "," $2,384,397,108.00 ",11500," $2,384,397,108.00 ",11500
Acct-001937,Media & Content,Internet Content & Software," $10,114.00 "," $120,835,213.23 ",165," $79,892,453.42 ",272
Acct-001925,Media & Content,Internet Content & Software," $10,066.00 "," $25,631,600.00 ",200," $51,426,789.54 ",200
Acct-000578,IT Infrastructure,Cloud Service Provider," $10,060.00 ", $-   ,0, $-   ,0
Acct-002006,Healthcare,Healthcare - Other," $10,054.00 ", $-   ,0, $-   ,0
Acct-001180,Professional Services,Engineering," $10,035.00 "," $854,890,666.29 ",4805," $838,317,321.67 ",4805
Acct-000532,Other Industry,Transportation," $10,023.00 "," $1,081,858,904.72 ",1734," $1,394,339,388.49 ",2335
Acct-000028,IT Infrastructure,Colo/Hosting," $10,000.00 ", $-   ,0, $-   ,0
Acct-001164,Energy & Manufacturing,Utilities," $9,983.00 ", $-   ,59, $-   ,0
Acct-000633,Energy & Manufacturing,Oil & Gas," $9,980.00 "," $2,858,200.00 ",20," $22,223,653.81 ",20
Acct-001369,Healthcare,Hospital/Clinic," $9,956.00 "," $350,847,693.74 ",11488," $385,932,462.93 ",10337
Acct-000361,Professional Services,Commercial Systems Integrator," $9,950.00 ", $-   ,0, $-   ,0
Acct-003211,Other Industry,Retail," $9,919.00 "," $2,911,487,912.00 ",22200," $3,022,703,240.00 ",24300
Acct-003210,Government,Systems Integrators - Government," $9,900.47 ", $-   ,0, $-   ,0
Acct-000845,Government,Systems Integrators - Government," $9,877.00 "," $2,170,213,725.40 ",7000," $2,595,513,862.35 ",7000
Acct-001874,Professional Services,Consulting / Other Professional Services," $9,846.00 ", $-   ,0, $-   ,0
Acct-002498,Government,Federal Government," $9,839.00 ", $-   ,0, $-   ,0
Acct-000919,Finance,Asset Management / Hedge Fund," $9,757.00 ", $-   ,0, $-   ,0
Acct-001435,Telecommunications,Regional Carrier/ISP," $9,736.24 ", $-   ,0, $-   ,0
Acct-000518,Telecommunications,Regional Carrier/ISP," $9,736.24 ", $-   ,0, $-   ,0
Acct-002299,Media & Content,Internet Content & Software," $9,656.00 ", $-   ,0, $-   ,0
Acct-001892,Healthcare,Healthcare - Other," $9,634.29 ", $-   ,0, $-   ,0
Acct-001354,IT Infrastructure,Cloud Service Provider," $9,589.22 ", $-   ,0, $-   ,0
Acct-001327,IT Infrastructure,Colo/Hosting," $9,565.00 "," $16,192,893.30 ",50," $15,190,734.62 ",50
Acct-003507,Energy & Manufacturing,Oil & Gas," $9,487.00 "," $1,493,640,000.00 ",4000," $2,389,586,456.84 ",4000
Acct-002185,IT Infrastructure,Cloud Service Provider," $9,485.00 "," $41,029,000.00 ",250," $65,923,000.00 ",270
Acct-001373,Media & Content,Internet Content & Software," $9,478.00 "," $8,205,800.00 ",99," $7,616,163.48 ",99
Acct-001333,Professional Services,Legal," $9,415.00 "," $1,934,127.34 ",53," $86,514.03 ",53
Acct-003101,Media & Content,Internet Content & Software," $9,395.00 "," $599,300.00 ",11," $4,405,976.15 ",39
Acct-001077,Finance,Finance - Other," $9,369.14 ", $-   ,0, $-   ,0
Acct-000385,Telecommunications,Regional Carrier/ISP," $9,348.34 ", $-   ,0, $-   ,0
Acct-000446,Media & Content,Internet Content & Software," $9,316.00 "," $350,360.00 ",6," $817,243.28 ",6
Acct-001100,Professional Services,Consulting / Other Professional Services," $9,277.00 ", $-   ,0, $-   ,0
Acct-000084,Telecommunications,VOIP/VSP," $9,254.00 "," $1,737,654.68 ",26," $1,936,200.00 ",26
Acct-002280,Professional Services,Consulting / Other Professional Services," $9,252.00 "," $3,612,455.93 ",40," $4,034,396.32 ",40
Acct-001120,Other Industry,Retail," $9,233.40 ", $-   ,0, $-   ,0
Acct-001088,Professional Services,Consulting / Other Professional Services," $9,211.00 ", $-   ,0, $-   ,0
Acct-002266,Media & Content,Internet Content & Software," $9,182.00 "," $6,076,902,000.00 ",30200," $5,875,906,000.00 ",32600
Acct-000169,Professional Services,Commercial Systems Integrator," $9,176.00 "," $33,614.28 ",2," $36,975.89 ",3
Acct-001527,Professional Services,Commercial Systems Integrator," $9,176.00 "," $156,740.00 ",2," $156,740.00 ",2
Acct-003500,Research & Education,K-12 Education," $9,176.00 "," $186,608,417.73 ",1284," $186,608,417.73 ",2000
Acct-003307,Research & Education,K-12 Education," $9,176.00 ", $-   ,0, $-   ,0
Acct-002681,Government,Systems Integrators - Government," $9,163.00 "," $21,690,972,000.00 ",65000," $21,690,972,000.00 ",65000
Acct-003102,Finance,Finance - Other," $9,118.00 ", $-   ,0, $-   ,0
Acct-000996,Telecommunications,Reseller," $9,097.00 ", $-   ,0, $-   ,0
Acct-001541,Energy & Manufacturing,Manufacturing - Other," $9,094.00 ", $-   ,0, $-   ,0
Acct-001625,Telecommunications,Regional Carrier/ISP," $9,074.00 "," $442,560.00 ",5," $410,715.96 ",5
Acct-003185,,," $8,993.00 ", $-   ,0, $-   ,0
Acct-000993,Telecommunications,Wireless," $8,980.00 ", $-   ,0, $-   ,0
Acct-001695,Professional Services,Legal," $8,972.38 ", $-   ,0, $-   ,0
Acct-001302,Telecommunications,National Carrier/ISP," $8,926.75 ", $-   ,0, $-   ,0
Acct-002045,Finance,Finance - Other," $8,903.00 ", $-   ,0, $-   ,0
Acct-002371,Healthcare,Healthcare," $8,842.00 "," $2,766,000.00 ",51," $11,007,876.94 ",51
Acct-002062,Professional Services,Consulting / Other Professional Services," $8,811.00 "," $497,726,452.89 ",800," $420,532,783.82 ",800
Acct-000368,Healthcare,Healthcare," $8,777.00 "," $8,529,559.38 ",103," $7,874,511.57 ",94
Acct-001000,Professional Services,Consulting / Other Professional Services," $8,768.00 ", $-   ,0, $-   ,0
Acct-003071,Finance,Finance - Other," $8,752.00 ", $-   ,0, $-   ,0
Acct-001709,Media & Content,Media," $8,729.00 "," $13,851,916.86 ",75," $12,501,278.14 ",75
Acct-000875,Media & Content,Internet Content & Software," $8,721.00 "," $7,985,169.09 ",25," $7,186,652.55 ",25
Acct-001505,Telecommunications,Regional Carrier/ISP," $8,690.00 "," $83,902.00 ",1," $262,315.45 ",5
Acct-001497,Professional Services,Engineering," $8,666.00 ", $-   ,0, $-   ,0
Acct-000374,Healthcare,Healthcare," $8,666.00 "," $424,120.00 ",4," $652,286.42 ",6
Acct-001150,Energy & Manufacturing,Oil & Gas," $8,659.00 "," $230,500.00 ",4," $116,954,908.92 ",6
Acct-001825,Finance,Finance - Other," $8,648.00 "," $341,140.00 ",5," $958,513.04 ",50
Acct-002408,Finance,Finance - Other," $8,559.52 ", $-   ,0, $-   ,0
Acct-002073,Transportation & Logistics,Logistics," $8,541.00 "," $4,782,743,333.79 ",140000," $4,763,107,259.15 ",140000
Acct-000196,Media & Content,Internet Content & Software," $8,502.00 "," $553,200,000.00 ",1000," $368,487,442.00 ",1000
Acct-001963,Professional Services,Consulting / Other Professional Services," $8,487.00 ", $-   ,0, $-   ,0
Acct-001413,Professional Services,Consulting / Other Professional Services," $8,480.00 "," $821,180,222.00 ",4201," $782,689,488.00 ",7695
Acct-000098,Professional Services,Commercial Systems Integrator," $8,478.00 "," $11,132,689,000.00 ",7211," $11,975,581,400.00 ",8465
Acct-000412,Telecommunications,Reseller," $8,463.00 "," $368,800.00 ",5," $622,172.98 ",5
Acct-002871,Other Industry,Real Estate / Construction," $8,443.00 "," $101,420.00 ",2," $101,420.00 ",2
Acct-000605,Telecommunications,National Carrier/ISP," $8,420.00 "," $34,144,914.66 ",150," $34,206,200.00 ",150
Acct-000711,Media & Content,Internet Content & Software," $8,388.66 ", $-   ,0, $-   ,0
Acct-000522,Telecommunications,Reseller," $8,383.28 ", $-   ,0, $-   ,0
Acct-000906,Media & Content,Internet Content & Software," $8,379.00 "," $100,587,687.55 ",250," $90,306,538.39 ",250
Acct-002289,Research & Education,Higher Education," $8,363.00 ", $-   ,0, $-   ,0
Acct-003201,Finance,Finance - Other," $8,348.00 ", $-   ,0, $-   ,0
Acct-000853,Media & Content,Media," $8,340.00 ", $-   ,0, $-   ,0
Acct-000675,Energy & Manufacturing,Oil & Gas," $8,331.00 "," $1,552,403,569.50 ",7000," $4,077,084,000.00 ",7000
Acct-001706,Finance,Finance - Other," $8,318.00 "," $12,262,600.00 ",85," $17,073,241.03 ",85
Acct-001275,Professional Services,Consulting / Other Professional Services," $8,316.00 "," $307,855,800.00 ",4500," $637,831,709.52 ",4500
Acct-003217,Professional Services,Consulting / Other Professional Services," $8,253.92 ", $-   ,0, $-   ,0
Acct-001315,Telecommunications,Regional Carrier/ISP," $8,228.00 ", $-   ,0, $-   ,0
Acct-001170,Energy & Manufacturing,Utilities," $8,201.00 "," $242,695,082.86 ",285," $242,695,082.86 ",285
Acct-001261,Telecommunications,Regional Carrier/ISP," $8,183.29 ", $-   ,0, $-   ,0
Acct-000955,Telecommunications,Regional Carrier/ISP," $8,172.00 "," $14,752,000.00 ",24," $14,752,000.00 ",24
Acct-003128,Finance,Finance - Other," $8,156.00 ", $-   ,0, $-   ,0
Acct-003157,Research & Education,K-12 Education," $8,156.00 ", $-   ,0, $-   ,0
Acct-002482,Other Industry,Retail," $8,145.00 ", $-   ,0, $-   ,0
Acct-000528,Other Industry,Accelerator," $8,094.00 "," $28,366,308.24 ",150," $28,366,308.24 ",150
Acct-003155,Media & Content,Internet Content & Software," $8,054.08 ", $-   ,0, $-   ,0
Acct-000660,Telecommunications,Regional Carrier/ISP," $8,004.00 "," $5,900,800.00 ",45," $13,858,006.67 ",45
Acct-001973,Media & Content,Internet Content & Software," $7,996.00 ", $-   ,0, $-   ,0
Acct-002170,Other Industry,Real Estate / Construction," $7,990.00 ", $-   ,0, $-   ,0
Acct-003223,Energy & Manufacturing,Oil & Gas," $7,920.40 ", $-   ,0, $-   ,0
Acct-003093,Healthcare,Healthcare - Other," $7,867.00 ", $-   ,0, $-   ,0
Acct-001764,Media & Content,Internet Content & Software," $7,864.00 ", $-   ,0, $-   ,0
Acct-001010,IT Infrastructure,Cloud Service Provider," $7,863.00 "," $10,554,685.36 ",44," $26,445,624.58 ",107
Acct-001366,Telecommunications,Wireless," $7,781.00 "," $4,399,337,752.00 ",2716," $4,399,337,752.00 ",3371
Acct-000059,Media & Content,Media," $7,779.06 ", $-   ,0, $-   ,0
Acct-000185,Finance,Finance - Other," $7,756.00 "," $2,246,360,800.00 ",7500," $2,455,839,200.00 ",8000
Acct-001059,Other Industry,Real Estate / Construction," $7,745.00 ", $-   ,0, $-   ,0
Acct-000729,Telecommunications,Regional Carrier/ISP," $7,721.11 ", $-   ,0, $-   ,0
Acct-000233,Professional Services,Consulting / Other Professional Services," $7,696.00 ", $-   ,0, $-   ,0
Acct-001717,Telecommunications,National Carrier/ISP," $7,681.49 ", $-   ,0, $-   ,0
Acct-003127,Finance,Finance - Other," $7,671.00 ", $-   ,1," $1,269,261.16 ",4
Acct-001259,Professional Services,Commercial Systems Integrator," $7,646.28 ", $-   ,0, $-   ,0
Acct-001441,Telecommunications,Regional Carrier/ISP," $7,646.26 ", $-   ,0, $-   ,0
Acct-003335,Energy & Manufacturing,Manufacturing - Other," $7,637.91 ", $-   ,0, $-   ,0
Acct-000817,Media & Content,Internet Content & Software," $7,544.32 ", $-   ,0, $-   ,0
Acct-001775,Manufacturing,Manufacturing - Other," $7,539.00 "," $4,794,400.00 ",38," $9,308,227.10 ",17
Acct-000802,Professional Services,Consulting / Other Professional Services," $7,537.00 ", $-   ,0, $-   ,0
Acct-000738,Media & Content,Gaming/eSports," $7,533.00 "," $626,960.00 ",6," $1,219,307.20 ",6
Acct-001212,Other Industry,Real Estate / Construction," $7,528.00 ", $-   ,0, $-   ,0
Acct-000421,Other Industry,Telecommunications Equipment Provider," $7,509.00 "," $5,901,678.67 ",22," $6,196,791.50 ",22
Acct-001095,Other Industry,Real Estate / Construction," $7,471.00 "," $559,687,028.81 ",734," $554,090,158.73 ",785
Acct-003317,Energy & Manufacturing,Manufacturing - Other," $7,410.33 ", $-   ,0, $-   ,0
Acct-003238,Media & Content,Media," $7,341.00 "," $1,516,433.68 ",200," $114,684,337.33 ",200
Acct-000982,Telecommunications,RLEC," $7,300.49 ", $-   ,0, $-   ,0
Acct-001634,Telecommunications,VOIP/VSP," $7,299.00 ", $-   ,0, $-   ,0
Acct-002172,IT Infrastructure,Cloud Service Provider," $7,287.40 ", $-   ,0, $-   ,0
Acct-001110,Telecommunications,Regional Carrier/ISP," $7,251.00 "," $34,667,200.00 ",700," $17,396,461.96 ",700
Acct-001514,Healthcare,Healthcare - Other," $7,242.00 "," $414,728,733.89 ",3541," $414,728,733.89 ",3541
Acct-000901,Professional Services,Consulting / Other Professional Services," $7,176.00 "," $9,957,600.00 ",130," $12,156,973.84 ",130
Acct-000203,Research & Education,K-12 Education," $7,175.86 ", $-   ,0, $-   ,0
Acct-001098,IT Infrastructure,Colo/Hosting," $7,170.04 ", $-   ,0, $-   ,0
Acct-000827,Finance,Finance - Other," $7,118.00 ", $-   ,0, $-   ,0
Acct-003187,,," $7,082.00 ", $-   ,0, $-   ,0
Acct-001360,Healthcare,Healthcare - Other," $7,065.16 ", $-   ,0, $-   ,0
Acct-002495,Professional Services,Consulting / Other Professional Services," $7,065.00 "," $3,707,466.19 ",22," $3,852,272.74 ",22
Acct-000703,Healthcare,Healthcare," $7,054.00 "," $2,356,264,122.00 ",18673," $2,753,007,176.00 ",25472
Acct-000523,Other Industry,Transportation," $6,984.00 "," $37,213,764,000.00 ",80000," $37,529,088,000.00 ",83000
